pid,tot,miss,toter,er01,er02,er10,er12,er20,er21,er0,er1,er2
A0003:250415708,0,23281,0,0,0,0,0,0,0,0,0,0
A0004:250415709,14515,1485,0.0162590423699621,0.0119738751814224,0,0.00489929232444202,0.00217746325530757,0.00181378476420798,0.0532043530834341,0.0119738751814224,0.00707675557974959,0.0550181378476421
A0008:250415711,13527,2473,0.0410290530051009,0.0298817181987964,0.000415023863872173,0.0210191082802548,0.00573248407643312,0.00667556742323097,0.232309746328438,0.0302967420626686,0.0267515923566879,0.238985313751669
A0013:250415712,14008,1992,0.0219160479725871,0.014201855709146,0,0.0158061116965227,0.00368809272918862,0.00193798449612403,0.0755813953488372,0.014201855709146,0.0194942044257113,0.0775193798449612
A0014:250415713,14279,1721,0.00861404860284334,0.00411018801923918,0.000612155662439878,0.00598802395209581,0.00898203592814371,0.00413602941176471,0.0229779411764706,0.00472234368167906,0.0149700598802395,0.0271139705882353
A0015:250415714,11636,4364,0.105706428325885,0.0696218074656189,0.00171905697445972,0.109178386380459,0.0233160621761658,0.0367088607594937,0.331645569620253,0.0713408644400786,0.132494448556625,0.368354430379747
A0017:250415715,12539,3461,0.120344525081745,0.075413108572696,0.00388155705888877,0.122638014079289,0.0348277139681363,0.0461725394896719,0.402187120291616,0.0792946656315848,0.157465728047425,0.448359659781288
A0020:250415716,13733,2267,0.0478409670137625,0.0354466275065829,0.000405104314360948,0.0233800935203741,0.00668002672010688,0.015028901734104,0.23121387283237,0.0358517318209439,0.030060120240481,0.246242774566474
A0021:250415717,13732,2268,0.0174046023885814,0.0104146760940187,9.55474871010892e-05,0.0143884892086331,0.00588620013080445,0.00345423143350604,0.052964881980426,0.0105102235811198,0.0202746893394375,0.0564191134139321
A0022:250415719,14057,1943,0.0389841360176425,0.0269662921348315,0.000204290091930541,0.0165435745937962,0.00531757754800591,0.0090702947845805,0.226757369614512,0.027170582226762,0.0218611521418021,0.235827664399093
A0024:250415720,14175,1825,0.0156613756613757,0.0112065745237206,9.33881210310049e-05,0.00456360524814604,0.00456360524814604,0.00116686114352392,0.0484247374562427,0.0112999626447516,0.00912721049629207,0.0495915985997666
A0027:250415721,11366,4634,0.154583846559916,0.0936952714535902,0.0033775331498624,0.190242057488654,0.0450075642965204,0.0604395604395604,0.432692307692308,0.0970728046034526,0.235249621785174,0.493131868131868
A0028:250415722,12388,3612,0.101953503390378,0.0637667957185152,0.00182190844910043,0.106991525423729,0.0310734463276836,0.0465116279069767,0.335917312661499,0.0655887041676156,0.138064971751412,0.382428940568475
A0030:250415723,14383,1617,0.0125843009107975,0.00733846429210668,0.000268480400930732,0.0085978835978836,0.00661375661375661,0,0.0430170889805539,0.00760694469303741,0.0152116402116402,0.0430170889805539
A0031:250415724,14550,1450,0.0192439862542955,0.0144875045273452,0.000452734516479536,0.0109510086455331,0.00461095100864553,0.00225861095426313,0.0474308300395257,0.0149402390438247,0.0155619596541787,0.0496894409937888
A0034:250415725,13500,2500,0.0348148148148148,0.0251076793780859,0.000105053051791155,0.0111464968152866,0.00509554140127389,0.00594530321046373,0.206896551724138,0.0252127324298771,0.0162420382165605,0.212841854934602
A0035:250415726,13842,2158,0.0478977026441266,0.0332198493758382,0.000722170638605179,0.029429797670141,0.00643776824034335,0.00901916572717024,0.235625704622322,0.0339420200144434,0.0358675659104844,0.244644870349493
A0036:250415727,13809,2191,0.0435947570425085,0.0303248355263158,0.000616776315789474,0.0277269957343083,0.00731261425959781,0.00876095118898623,0.224030037546934,0.0309416118421053,0.0350396099939062,0.23279098873592
A0038:250415728,12781,3219,0.0508567404741413,0.0352639214373396,0.00100435219283562,0.0381729200652529,0.00815660685154975,0.023841059602649,0.218543046357616,0.0362682736301752,0.0463295269168026,0.242384105960265
A0039:250415729,11907,4093,0.157806332409507,0.0954415954415954,0.00356125356125356,0.179238237490665,0.0440627333831217,0.0633540372670807,0.491925465838509,0.099002849002849,0.223300970873786,0.55527950310559
A0042:250415730,12311,3689,0.0787100966615222,0.050361362854193,0.00172077549615693,0.0727077363896848,0.0179083094555874,0.027431421446384,0.29925187032419,0.0520821383503499,0.0906160458452722,0.326683291770574
A0044:250415731,14064,1936,0.0509101251422071,0.036289500509684,0.000611620795107034,0.0355046948356808,0.0090962441314554,0.0189125295508274,0.219858156028369,0.036901121304791,0.0446009389671361,0.238770685579196
A0045:250415732,13818,2182,0.0188160370531191,0.0133018867924528,9.43396226415094e-05,0.00929944203347799,0.00123992560446373,0.0043613707165109,0.0585669781931464,0.0133962264150943,0.0105393676379417,0.0629283489096573
A0048:250415733,12484,3516,0.0639218199295098,0.0423015692517626,0.00102342506254264,0.0544520547945205,0.00958904109589041,0.0285714285714286,0.27012987012987,0.0433249943143052,0.064041095890411,0.298701298701299
